"","lhs","","rhs","support","confidence","lift","count"
"[65]","{cd,cp}","=>","{ls}",0.0512990602542841,0.699849170437406,2.23996310920252,464
"[66]","{vi,cp}","=>","{cd}",0.0501934770591487,0.974248927038627,2.39719302096419,454
"[67]","{cd,cp}","=>","{vi}",0.0501934770591487,0.684766214177979,3.18279054842745,454
"[68]","{vi,mv}","=>","{cd}",0.0499723604201216,0.947589098532495,2.33159504793972,452
"[69]","{cd,mv}","=>","{vi}",0.0499723604201216,0.624309392265193,2.90178748871463,452
"[70]","{rm,ll}","=>","{cd}",0.0498618021006081,0.965738758029979,2.37625328247583,451
"[71]","{m}","=>","{cd}",0.047208402432283,0.532418952618454,1.31004608988953,427
"[72]","{mail}","=>","{elm}",0.0469872857932559,0.595238095238095,2.01117989220343,425
"[73]","{cp}","=>","{rm}",0.045771144278607,0.607038123167155,3.8129582111437,414
"[74]","{m}","=>","{z}",0.0446655610834715,0.503740648379052,2.38052986655618,404
"[75]","{rm,cp}","=>","{cd}",0.0446655610834715,0.975845410628019,2.40112125656432,404
"[76]","{cd,cp}","=>","{rm}",0.0446655610834715,0.609351432880845,3.8274886877828,404
"[77]","{fg}","=>","{ls}",0.044555002763958,0.538770053475936,1.72440733676215,403
"[78]","{mail}","=>","{ls}",0.0444444444444444,0.563025210084034,1.8020392870524,402
"[79]","{man}","=>","{cd}",0.0441127694859038,0.819301848049281,2.01593721860875,399
"[80]","{more}","=>","{vi}",0.0441127694859038,0.505063291139241,2.34753210090156,399
"[81]","{elm,rm}","=>","{ls}",0.0438916528468767,0.857451403887689,2.74439063983162,397
"[82]","{ll,z}","=>","{cd}",0.0437810945273632,0.938388625592417,2.30895677869516,396
"[83]","{cd,z}","=>","{ll}",0.0437810945273632,0.570605187319885,4.62881068996265,396
"[84]","{fg}","=>","{vi}",0.0428966279712548,0.518716577540107,2.41099251996417,388
"[85]","{X..1}","=>","{cd}",0.0427860696517413,0.96029776674938,2.36286542444182,387
"[86]","{vi,more}","=>","{ls}",0.0420121614151465,0.952380952380952,3.04822565969063,380
"[87]","{ls,more}","=>","{vi}",0.0420121614151465,0.571428571428571,2.6559976508589,380
"[88]","{rm,mv}","=>","{ls}",0.0420121614151465,0.785123966942149,2.51289677317471,380
"[89]","{ls,mv}","=>","{rm}",0.0420121614151465,0.679785330948122,4.26990161001789,380
"[90]","{vi,X.l}","=>","{cd}",0.0417910447761194,0.979274611398964,2.40955899349935,378
"[91]","{cd,X.l}","=>","{vi}",0.0417910447761194,0.565022421524664,2.6262218924412,378
"[92]","{vi,more}","=>","{cd}",0.0411276948590381,0.932330827067669,2.29405123254273,372
"[93]","{more,cd}","=>","{vi}",0.0411276948590381,0.56793893129771,2.63977781787656,372
"[94]","{k}","=>","{cd}",0.0405749032614704,0.890776699029126,2.1918050170616,367
"[95]","{ls,rm,mv}","=>","{cd}",0.0405749032614704,0.965789473684211,2.37637807112995,367
"[96]","{cd,rm,mv}","=>","{ls}",0.0405749032614704,0.784188034188034,2.50990119222603,367
"[97]","{ls,cd,mv}","=>","{rm}",0.0405749032614704,0.684701492537313,4.30078125,367
"[98]","{X.}","=>","{ls}",0.0404643449419569,0.592233009708738,1.89552284954548,366
"[99]","{elm,rm}","=>","{cd}",0.0402432283029298,0.786177105831533,1.93443197014315,364
"[100]","{ls,vi,more}","=>","{cd}",0.0400221116639027,0.952631578947368,2.34400234809003,362
"[101]","{vi,more,cd}","=>","{ls}",0.0400221116639027,0.973118279569892,3.11459831518389,362
"[102]","{ls,more,cd}","=>","{vi}",0.0400221116639027,0.595394736842105,2.76739228917618,362
"[103]","{exit,rm}","=>","{ls}",0.0389165284687673,0.964383561643836,3.08664165430591,352
"[104]","{k}","=>","{ll}",0.0388059701492537,0.851941747572815,6.91104314510862,351
"[105]","{rm,X.l}","=>","{cd}",0.0386954118297402,0.974930362116992,2.39886972942007,350
"[106]","{cd,X.l}","=>","{rm}",0.0386954118297402,0.523168908819133,3.28615470852018,350
"[107]","{vi,mv}","=>","{ls}",0.0386954118297402,0.733752620545073,2.34847574410127,350
"[108]","{ls,mv}","=>","{vi}",0.0386954118297402,0.626118067978533,2.91019420599477,350
"[109]","{ll,m}","=>","{cd}",0.038253178551686,0.963788300835655,2.37145407536956,346
"[110]","{cd,m}","=>","{ll}",0.038253178551686,0.810304449648712,6.57327690320413,346
"[111]","{ls,X.}","=>","{cd}",0.0379215035931454,0.937158469945355,2.30592991312724,343
"[112]","{X.,cd}","=>","{ls}",0.0379215035931454,0.7,2.24044585987261,343
"[113]","{grep}","=>","{vi}",0.0375898286346048,0.558292282430213,2.59494023359778,340
"[114]","{ll,k}","=>","{cd}",0.0375898286346048,0.968660968660969,2.38344354231188,340
"[115]","{cd,k}","=>","{ll}",0.0375898286346048,0.926430517711172,7.51530406519959,340
"[116]","{emacs}","=>","{cd}",0.0374792703150912,0.509009009009009,1.25244463723789,339
"[117]","{vi,cp}","=>","{ls}",0.0373687119955777,0.725321888412017,2.32149203138241,338
"[118]","{ls,cp}","=>","{vi}",0.0373687119955777,0.713080168776371,3.3143936930022,338
"[119]","{vi,fg}","=>","{cd}",0.0372581536760641,0.868556701030928,2.13713149097517,337
"[120]","{fg,cd}","=>","{vi}",0.0372581536760641,0.693415637860082,3.22299303414411,337
"[121]","{cat}","=>","{cd}",0.0371475953565506,0.898395721925134,2.21055204157041,336
"[122]","{ls,vi,mv}","=>","{cd}",0.037037037037037,0.957142857142857,2.35510259598943,335
"[123]","{vi,cd,mv}","=>","{ls}",0.037037037037037,0.741150442477876,2.37215348627473,335
"[124]","{ls,cd,mv}","=>","{vi}",0.037037037037037,0.625,2.90499743062693,335
"[125]","{ls,vi,cp}","=>","{cd}",0.0367053620784964,0.982248520710059,2.4168764607787,332
"[126]","{vi,cd,cp}","=>","{ls}",0.0367053620784964,0.731277533039648,2.34055388759505,332
"[127]","{ls,cd,cp}","=>","{vi}",0.0367053620784964,0.71551724137931,3.32572119644186,332
"[128]","{grep}","=>","{ls}",0.0365948037589829,0.543513957307061,1.73959085061655,331
"[129]","{lo}","=>","{elm}",0.0364842454394693,0.82089552238806,2.77362719462084,330
"[130]","{ls,fg}","=>","{cd}",0.0362631288004422,0.813895781637717,2.00263529513415,328
"[131]","{fg,cd}","=>","{ls}",0.0362631288004422,0.674897119341564,2.16010065266965,328
"[132]","{vi,grep}","=>","{cd}",0.0361525704809287,0.961764705882353,2.36647490878833,327
"[133]","{cd,grep}","=>","{vi}",0.0361525704809287,0.652694610778443,3.03372186767267,327
"[134]","{more,rm}","=>","{ls}",0.0358208955223881,0.972972972972973,3.11413324152178,324
"[135]","{ls,exit,elm}","=>","{cd}",0.0358208955223881,0.686440677966102,1.68902500876044,324
"[136]","{exit,elm,cd}","=>","{ls}",0.0358208955223881,0.958579881656805,3.06806618173595,324
"[137]","{ls,grep}","=>","{cd}",0.0351575456053068,0.960725075528701,2.3639168411744,318
"[138]","{cd,grep}","=>","{ls}",0.0351575456053068,0.634730538922156,2.03154201151836,318
"[139]","{ls,elm,rm}","=>","{cd}",0.0351575456053068,0.801007556675063,1.97092310939226,318
"[140]","{elm,cd,rm}","=>","{ls}",0.0351575456053068,0.873626373626374,2.7961608455239,318
"[141]","{rm,mv}","=>","{vi}",0.0350469872857933,0.65495867768595,3.04424524135119,317
"[142]","{vi,mv}","=>","{rm}",0.0350469872857933,0.664570230607966,4.17433176100629,317
"[143]","{X.}","=>","{vi}",0.0349364289662797,0.511326860841424,2.37664514712779,316
"[144]","{make}","=>","{cd}",0.0344941956882255,0.987341772151899,2.42940868583077,312
"[145]","{exit,rm}","=>","{cd}",0.0342730790491984,0.849315068493151,2.08978639676838,310
"[146]","{elm,fg}","=>","{ls}",0.0340519624101714,0.622222222222222,1.99150743099788,308
"[147]","{ls,fg}","=>","{elm}",0.0340519624101714,0.764267990074442,2.58229509533931,308
"[148]","{ls,ll}","=>","{cd}",0.0340519624101714,0.959501557632399,2.36090630815698,308
"[149]","{more,rm}","=>","{cd}",0.0338308457711443,0.918918918918919,2.26105049554451,306
"[150]","{elm,rm}","=>","{vi}",0.0338308457711443,0.660907127429806,3.07189361130657,306
"[151]","{vi,rm,mv}","=>","{cd}",0.0337202874516307,0.962145110410095,2.36741091503246,305
"[152]","{cd,rm,mv}","=>","{vi}",0.0337202874516307,0.651709401709402,3.02914261996996,305
"[153]","{vi,cd,mv}","=>","{rm}",0.0337202874516307,0.674778761061947,4.23845409292035,305
"[154]","{vi,X.}","=>","{cd}",0.0336097291321172,0.962025316455696,2.36711615542486,304
"[155]","{X.,cd}","=>","{vi}",0.0336097291321172,0.620408163265306,2.8836545923611,304
"[156]","{rm,cp}","=>","{vi}",0.0333886124930901,0.729468599033816,3.39056704946602,302
"[157]","{vi,cp}","=>","{rm}",0.0333886124930901,0.648068669527897,4.0706813304721,302
"[158]","{mv,ll}","=>","{cd}",0.0333886124930901,0.977346278317152,2.40481422398766,302
"[159]","{ls,exit,rm}","=>","{cd}",0.0333886124930901,0.857954545454545,2.11104430458008,302
"[160]","{exit,cd,rm}","=>","{ls}",0.0333886124930901,0.974193548387097,3.11803986028354,302
"[161]","{mv,cp}","=>","{cd}",0.0332780541735766,0.986885245901639,2.42828537790542,301
"[162]","{ls,more,rm}","=>","{cd}",0.033167495854063,0.925925925925926,2.27829162132753,300
"[163]","{more,cd,rm}","=>","{ls}",0.033167495854063,0.980392156862745,3.13787935556388,300
"[164]","{pwd}","=>","{cd}",0.0330569375345495,0.903323262839879,2.22267652676461,299
"[165]","{ll,cp}","=>","{cd}",0.0330569375345495,0.993355481727575,2.44420574870128,299
"[166]","{rm,cp}","=>","{ls}",0.0330569375345495,0.722222222222222,2.31157112526539,299
"[167]","{ls,cp}","=>","{rm}",0.0330569375345495,0.630801687763713,3.96222310126582,299
"[168]","{elm,fg}","=>","{cd}",0.0329463792150359,0.602020202020202,1.48130378870314,298
"[169]","{fg,cd}","=>","{elm}",0.0329463792150359,0.613168724279835,2.07176358278338,298
"[170]","{ls,mail}","=>","{cd}",0.0325041459369818,0.73134328358209,1.79951033732318,294
"[171]","{cd,mail}","=>","{ls}",0.0325041459369818,0.904615384615385,2.8953454189123,294
"[172]","{vi,rm,cp}","=>","{cd}",0.0325041459369818,0.973509933774834,2.39537468743019,294
"[173]","{cd,rm,cp}","=>","{vi}",0.0325041459369818,0.727722772277228,3.38245245387848,294
"[174]","{vi,cd,cp}","=>","{rm}",0.0325041459369818,0.647577092511013,4.0675936123348,294
"[175]","{ls,rm,cp}","=>","{cd}",0.0323935876174682,0.979933110367893,2.4111792663976,293
"[176]","{cd,rm,cp}","=>","{ls}",0.0323935876174682,0.725247524752475,2.32125402030649,293
"[177]","{ls,cd,cp}","=>","{rm}",0.0323935876174682,0.631465517241379,3.96639278017241,293
"[178]","{netscape}","=>","{X..2}",0.0320619126589276,0.889570552147239,10.1979285730948,290
"[179]","{vi,X.l}","=>","{ls}",0.031951354339414,0.748704663212435,2.39633180423088,289
"[180]","{ls,X.l}","=>","{vi}",0.031951354339414,0.556840077071291,2.58819038905952,289
"[181]","{elm,mail}","=>","{ls}",0.031730237700387,0.675294117647059,2.1613713001124,287
"[182]","{ls,mail}","=>","{elm}",0.031730237700387,0.713930348258706,2.41221516623086,287
"[183]","{vi,fg}","=>","{ls}",0.031730237700387,0.739690721649485,2.36748144986539,287
"[184]","{ls,fg}","=>","{vi}",0.031730237700387,0.712158808933002,3.31011121623793,287
"[185]","{ls,X..2}","=>","{cd}",0.031730237700387,0.928802588996764,2.28536980888894,287
"[186]","{cd,X..2}","=>","{ls}",0.031730237700387,0.511586452762923,1.63740250008515,287
"[187]","{rm,ll}","=>","{vi}",0.0316196793808734,0.612419700214133,2.84652424893979,286
"[188]","{vi,ll}","=>","{rm}",0.0316196793808734,0.543726235741445,3.41528041825095,286
"[189]","{ls,vi,X.l}","=>","{cd}",0.0313985627418463,0.982698961937716,2.41798479617156,284
"[190]","{vi,cd,X.l}","=>","{ls}",0.0313985627418463,0.751322751322751,2.40471135375594,284
"[191]","{ls,cd,X.l}","=>","{vi}",0.0313985627418463,0.57606490872211,2.6775473275393,284
"[192]","{X..1}","=>","{rm}",0.0311774461028192,0.699751861042184,4.39531637717122,282
"[193]","{X..5}","=>","{cd}",0.0310668877833057,0.98943661971831,2.43456317338197,281
"[194]","{vi,rm,ll}","=>","{cd}",0.0310668877833057,0.982517482517482,2.41753825608559,281
"[195]","{cd,rm,ll}","=>","{vi}",0.0310668877833057,0.623059866962306,2.89597970024361,281
"[196]","{vi,cd,ll}","=>","{rm}",0.0310668877833057,0.546692607003891,3.43391293774319,281
"[197]","{elm,fg}","=>","{vi}",0.0307352128247651,0.561616161616162,2.61038961038961,278
"[198]","{vi,fg}","=>","{elm}",0.0307352128247651,0.716494845360825,2.42088004343992,278
"[199]","{k}","=>","{z}",0.0306246545052515,0.672330097087379,3.17723392275619,277
"[200]","{rm,X..1}","=>","{cd}",0.0300718629076838,0.964539007092199,2.37330122936587,272
"[201]","{cd,X..1}","=>","{rm}",0.0300718629076838,0.702842377260982,4.41472868217054,272
"[202]","{dir}","=>","{cd}",0.0299613045881703,0.944250871080139,2.32338115585415,271
"[203]","{vi,elm,rm}","=>","{ls}",0.0298507462686567,0.882352941176471,2.82409142000749,270
"[204]","{ls,elm,rm}","=>","{vi}",0.0298507462686567,0.680100755667506,3.16110551645046,270
"[205]","{rm,X.l}","=>","{ls}",0.0296296296296296,0.746518105849582,2.38933342795806,268
"[206]","{ls,X.l}","=>","{rm}",0.0296296296296296,0.516377649325626,3.24349710982659,268
"[207]","{man}","=>","{vi}",0.0295190713101161,0.548254620123203,2.5482852204596,267
"[208]","{X.,rm}","=>","{cd}",0.029297954671089,0.949820788530466,2.3370862438134,265
"[209]","{X.,cd}","=>","{rm}",0.029297954671089,0.540816326530612,3.39700255102041,265
"[210]","{rm,X..2}","=>","{cd}",0.0290768380320619,0.966911764705882,2.37913952985982,263
"[211]","{vi,elm,rm}","=>","{cd}",0.0288557213930348,0.852941176470588,2.09870863470524,261
"[212]","{elm,cd,rm}","=>","{vi}",0.0288557213930348,0.717032967032967,3.33276628304891,261
"[213]","{ls,finger}","=>","{cd}",0.0287451630735213,0.780780780780781,1.92115401582213,260
"[214]","{finger,cd}","=>","{ls}",0.0287451630735213,0.790273556231003,2.52937873889222,260
"[215]","{ls,rm,X.l}","=>","{cd}",0.0287451630735213,0.970149253731343,2.38710554951034,260
"[216]","{cd,rm,X.l}","=>","{ls}",0.0287451630735213,0.742857142857143,2.37761601455869,260
"[217]","{ls,cd,X.l}","=>","{rm}",0.0287451630735213,0.527383367139959,3.31262677484787,260
"[218]","{ls,vi,fg}","=>","{cd}",0.0285240464344942,0.898954703832753,2.21192744727074,258
"[219]","{vi,fg,cd}","=>","{ls}",0.0285240464344942,0.765578635014837,2.45033926175131,258
"[220]","{ls,fg,cd}","=>","{vi}",0.0285240464344942,0.786585365853659,3.65604554683779,258
"[221]","{elm,more}","=>","{ls}",0.0283029297954671,0.859060402684564,2.74954046082161,256
"[222]","{vi,man}","=>","{cd}",0.0279712548369265,0.947565543071161,2.33153708843271,253
"[223]","{man,cd}","=>","{vi}",0.0279712548369265,0.634085213032581,2.94722546345308,253
"[224]","{man}","=>","{ll}",0.0277501381978994,0.515400410677618,4.18098360051933,251
"[225]","{z,k}","=>","{cd}",0.0276395798783858,0.902527075812274,2.22071746483189,250
"[226]","{cd,k}","=>","{z}",0.0276395798783858,0.681198910081744,3.21914531958692,250
"[227]","{X..1}","=>","{vi}",0.0275290215588723,0.617866004962779,2.87183865102176,249
"[228]","{vi,exit,elm}","=>","{ls}",0.0275290215588723,0.898916967509025,2.87710685460691,249
"[229]","{ls,exit,elm}","=>","{vi}",0.0275290215588723,0.527542372881356,2.45201478042747,249
"[230]","{vi,X..2}","=>","{cd}",0.0274184632393588,0.957528957528958,2.35605261720604,248
"[231]","{rm,grep}","=>","{cd}",0.0274184632393588,0.953846153846154,2.34699087637064,248
"[232]","{clear}","=>","{cd}",0.0273079049198452,0.540481400437637,1.32988418578847,247
"[233]","{vi,rm,mv}","=>","{ls}",0.0273079049198452,0.779179810725552,2.49387168719484,247
"[234]","{ls,rm,mv}","=>","{vi}",0.0273079049198452,0.65,3.021197327852,247
"[235]","{ls,vi,mv}","=>","{rm}",0.0273079049198452,0.705714285714286,4.43276785714286,247
"[236]","{f}","=>","{cd}",0.0271973466003317,0.527896995708155,1.29891956642553,246
"[237]","{exit,mail}","=>","{elm}",0.0270867882808181,0.824915824915825,2.78721092131626,245
"[238]","{elm,mail}","=>","{exit}",0.0270867882808181,0.576470588235294,2.63875327458919,245
"[239]","{grep,ll}","=>","{cd}",0.026865671641791,0.98780487804878,2.4305481833382,243
"[240]","{ls,elm,fg}","=>","{cd}",0.026865671641791,0.788961038961039,1.9412819905883,243
"[241]","{elm,fg,cd}","=>","{ls}",0.026865671641791,0.815436241610738,2.60991535929552,243
"[242]","{ls,fg,cd}","=>","{elm}",0.026865671641791,0.740853658536585,2.50318316827173,243
"[243]","{clear}","=>","{ls}",0.0267551133222775,0.529540481400438,1.69486682741223,242
"[244]","{man,ll}","=>","{cd}",0.0267551133222775,0.964143426294821,2.37232788107635,242
"[245]","{man,cd}","=>","{ll}",0.0267551133222775,0.606516290726817,4.9201254256718,242
"[246]","{rm,X.l}","=>","{vi}",0.0267551133222775,0.674094707520891,3.13318942935584,242
"[247]","{vi,X.l}","=>","{rm}",0.0267551133222775,0.626943005181347,3.93798575129534,242
"[248]","{vi,X..1}","=>","{cd}",0.026644555002764,0.967871485943775,2.38150097670333,241
"[249]","{cd,X..1}","=>","{vi}",0.026644555002764,0.622739018087855,2.89448839599417,241
"[250]","{vi,mail}","=>","{ls}",0.0264234383637369,0.90530303030303,2.89754632310365,239
"[251]","{ls,mail}","=>","{vi}",0.0264234383637369,0.59452736318408,2.76336073997944,239
"[252]","{vi,rm,X.l}","=>","{cd}",0.0263128800442233,0.983471074380165,2.41988462126458,238
"[253]","{cd,rm,X.l}","=>","{vi}",0.0263128800442233,0.68,3.1606372045221,238
"[254]","{vi,cd,X.l}","=>","{rm}",0.0263128800442233,0.62962962962963,3.95486111111111,238
"[255]","{X.s}","=>","{cd}",0.0262023217247098,0.918604651162791,2.26027722246122,237
"[256]","{ls,vi,rm,mv}","=>","{cd}",0.0262023217247098,0.959514170040486,2.36093734168014,237
"[257]","{vi,cd,rm,mv}","=>","{ls}",0.0262023217247098,0.777049180327869,2.48705231283283,237
"[258]","{ls,cd,rm,mv}","=>","{vi}",0.0262023217247098,0.645776566757493,3.00156682750335,237
"[259]","{ls,vi,cd,mv}","=>","{rm}",0.0262023217247098,0.707462686567164,4.44375,237
"[260]","{X..1}","=>","{ls}",0.0259812050856827,0.583126550868486,1.86637638096442,235
"[261]","{z,k}","=>","{ll}",0.0258706467661692,0.844765342960289,6.85282737854333,234
"[262]","{ll,k}","=>","{z}",0.0258706467661692,0.666666666666667,3.15047021943574,234
"[263]","{ll,z}","=>","{k}",0.0258706467661692,0.554502369668246,12.1734804214789,234
"[264]","{mv,cp}","=>","{ls}",0.0258706467661692,0.767213114754098,2.45557063798684,234
"[265]","{ll,X.l}","=>","{cd}",0.0258706467661692,0.983193277310924,2.41920108631048,234
"[266]","{vi,elm,fg}","=>","{cd}",0.0258706467661692,0.841726618705036,2.07111459907156,234
"[267]","{elm,fg,cd}","=>","{vi}",0.0258706467661692,0.785234899328859,3.64976858398229,234
"[268]","{vi,fg,cd}","=>","{elm}",0.0258706467661692,0.694362017804154,2.34609803923742,234
"[269]","{elm,more}","=>","{cd}",0.0256495301271421,0.778523489932886,1.91559982765042,232
"[270]","{ll,X..2}","=>","{cd}",0.0256495301271421,0.983050847457627,2.41885062982977,232
"[271]","{mv,cp}","=>","{rm}",0.0256495301271421,0.760655737704918,4.77786885245902,232
"[272]","{rm,cp}","=>","{mv}",0.0256495301271421,0.560386473429952,6.66057247329029,232
"[273]","{ls,mv,cp}","=>","{cd}",0.0256495301271421,0.991452991452991,2.43952456683686,232
"[274]","{cd,mv,cp}","=>","{ls}",0.0256495301271421,0.770764119601329,2.46693611528451,232
"[275]","{ls,cd,cp}","=>","{mv}",0.0256495301271421,0.5,5.94283837056505,232
"[276]","{mv,cp}","=>","{vi}",0.025428413488115,0.754098360655738,3.50504608023183,230
"[277]","{chmod}","=>","{cd}",0.0253178551686014,0.93469387755102,2.29986564810908,229
"[278]","{rm,mv,cp}","=>","{cd}",0.0253178551686014,0.987068965517241,2.42873743011519,229
"[279]","{cd,mv,cp}","=>","{rm}",0.0253178551686014,0.760797342192691,4.77875830564784,229
"[280]","{cd,rm,cp}","=>","{mv}",0.0253178551686014,0.566831683168317,6.73717815276928,229
"[281]","{ls,vi,elm,rm}","=>","{cd}",0.0253178551686014,0.848148148148148,2.08691512513602,229
"[282]","{vi,elm,cd,rm}","=>","{ls}",0.0253178551686014,0.877394636015326,2.80822168533568,229
"[283]","{ls,elm,cd,rm}","=>","{vi}",0.0253178551686014,0.720125786163522,3.34714169365316,229
"[284]","{man,rm}","=>","{cd}",0.0252072968490879,0.970212765957447,2.38726182483273,228
"[285]","{man,cd}","=>","{rm}",0.0252072968490879,0.571428571428571,3.58928571428571,228
"[286]","{X.,grep}","=>","{cd}",0.0252072968490879,0.775510204081633,1.90818547223024,228
"[287]","{ll,z,k}","=>","{cd}",0.0252072968490879,0.974358974358974,2.39746379844312,228
"[288]","{cd,z,k}","=>","{ll}",0.0252072968490879,0.912,7.39824215246637,228
"[289]","{cd,ll,k}","=>","{z}",0.0252072968490879,0.670588235294118,3.16900239719712,228
"[290]","{cd,ll,z}","=>","{k}",0.0252072968490879,0.575757575757576,12.6401147396293,228
