"","lhs","","rhs","support","confidence","lift","count"
"[187]","{X..1}","=>","{ls}",0.0259812050856827,0.583126550868486,1.86637638096442,235
"[188]","{X..1}","=>","{cd}",0.0427860696517413,0.96029776674938,2.36286542444182,387
"[189]","{man}","=>","{ll}",0.0277501381978994,0.515400410677618,4.18098360051933,251
"[190]","{man}","=>","{vi}",0.0295190713101161,0.548254620123203,2.5482852204596,267
"[191]","{man}","=>","{cd}",0.0441127694859038,0.819301848049281,2.01593721860875,399
"[192]","{m}","=>","{z}",0.0446655610834715,0.503740648379052,2.38052986655618,404
"[193]","{m}","=>","{cd}",0.047208402432283,0.532418952618454,1.31004608988953,427
"[194]","{more}","=>","{vi}",0.0441127694859038,0.505063291139241,2.34753210090156,399
"[195]","{more}","=>","{ls}",0.0735212824765064,0.841772151898734,2.69420704668225,665
"[196]","{more}","=>","{cd}",0.0724156992813709,0.829113924050633,2.04008037079379,655
"[197]","{fg}","=>","{elm}",0.054726368159204,0.661764705882353,2.23595882133204,495
"[198]","{fg}","=>","{vi}",0.0428966279712548,0.518716577540107,2.41099251996417,388
"[199]","{fg}","=>","{ls}",0.044555002763958,0.538770053475936,1.72440733676215,403
"[200]","{fg}","=>","{cd}",0.0537313432835821,0.649732620320856,1.5987028157786,486
"[201]","{X..2}","=>","{cd}",0.0620232172470978,0.711026615969582,1.74952006024071,561
"[202]","{grep}","=>","{vi}",0.0375898286346048,0.558292282430213,2.59494023359778,340
"[203]","{grep}","=>","{ls}",0.0365948037589829,0.543513957307061,1.73959085061655,331
"[204]","{grep}","=>","{cd}",0.0553897180762852,0.822660098522167,2.02420037843662,501
"[205]","{X.}","=>","{vi}",0.0349364289662797,0.511326860841424,2.37664514712779,316
"[206]","{X.}","=>","{ls}",0.0404643449419569,0.592233009708738,1.89552284954548,366
"[207]","{X.}","=>","{cd}",0.0541735765616363,0.792880258899676,1.95092544661251,490
"[208]","{cp}","=>","{rm}",0.045771144278607,0.607038123167155,3.8129582111437,414
"[209]","{cp}","=>","{vi}",0.0515201768933112,0.683284457478006,3.17590334937747,466
"[210]","{cp}","=>","{ls}",0.0524046434494196,0.695014662756598,2.22448960531969,474
"[211]","{cp}","=>","{cd}",0.0733001658374793,0.972140762463343,2.39200576618089,663
"[212]","{X.l}","=>","{ls}",0.057379767827529,0.619331742243437,1.98225605399571,519
"[213]","{X.l}","=>","{cd}",0.0739635157545605,0.798329355608592,1.96433324849829,669
"[214]","{mv}","=>","{rm}",0.053510226644555,0.636005256241787,3.99490801576873,484
"[215]","{mv}","=>","{vi}",0.0527363184079602,0.626806833114323,2.91339558351442,477
"[216]","{mv}","=>","{ls}",0.0618021006080708,0.734559789750329,2.3510591996786,559
"[217]","{mv}","=>","{cd}",0.0800442233278054,0.95137976346912,2.34092218731724,724
"[218]","{ll}","=>","{cd}",0.116196793808734,0.942600896860987,2.31932130362014,1051
"[219]","{rm}","=>","{vi}",0.0825870646766169,0.51875,2.41114786742035,747
"[220]","{rm}","=>","{ls}",0.116749585406302,0.733333333333333,2.34713375796178,1056
"[221]","{rm}","=>","{cd}",0.139303482587065,0.875,2.15298558215452,1260
"[222]","{vi}","=>","{ls}",0.147484798231067,0.685508735868448,2.1940645845471,1334
"[223]","{vi}","=>","{cd}",0.189054726368159,0.878725590955807,2.16215260342635,1710
"[224]","{ls}","=>","{cd}",0.2595909342178,0.830856334041047,2.04436766632244,2348
"[225]","{cd}","=>","{ls}",0.2595909342178,0.638737758433079,2.04436766632244,2348
"[226]","{lp,X.dmsa15}","=>","{cd}",0.0103924820342731,1,2.46055495103373,94
"[227]","{cd,X.dmsa15}","=>","{lp}",0.0103924820342731,0.839285714285714,45.1865433673469,94
"[228]","{cd,lp}","=>","{X.dmsa15}",0.0103924820342731,0.5875,47.4458705357143,94
"[229]","{elm,biff}","=>","{ls}",0.0107241569928137,0.763779527559055,2.44458097196449,97
"[230]","{ls,biff}","=>","{elm}",0.0107241569928137,0.97,3.2774187523347,97
"[231]","{ls,a.out}","=>","{cd}",0.0127142067440575,0.991379310344828,2.43934327042137,115
"[232]","{cd,a.out}","=>","{ls}",0.0127142067440575,0.727848101265823,2.32957752156736,115
"[233]","{latex,dvips}","=>","{cd}",0.011387506909895,0.971698113207547,2.39091660336297,103
"[234]","{cd,dvips}","=>","{latex}",0.011387506909895,0.844262295081967,44.9197203471553,103
"[235]","{cd,latex}","=>","{dvips}",0.011387506909895,0.628048780487805,45.4456097560976,103
"[236]","{vi,pushd}","=>","{ls}",0.0100608070757324,1,3.20063694267516,91
"[237]","{ls,pushd}","=>","{vi}",0.0100608070757324,0.858490566037736,3.99026062169133,91
"[238]","{vi,pushd}","=>","{cd}",0.0100608070757324,1,2.46055495103373,91
"[239]","{cd,pushd}","=>","{vi}",0.0100608070757324,0.858490566037736,3.99026062169133,91
"[240]","{ls,pushd}","=>","{cd}",0.0116086235489221,0.990566037735849,2.43734216847681,105
"[241]","{cd,pushd}","=>","{ls}",0.0116086235489221,0.990566037735849,3.17044225453671,105
"[242]","{vi,cdn}","=>","{ls}",0.0102819237147595,0.98936170212766,3.16658761349776,93
"[243]","{ls,cdn}","=>","{vi}",0.0102819237147595,0.683823529411765,3.17840895350946,93
"[244]","{vi,cdn}","=>","{cd}",0.0103924820342731,1,2.46055495103373,94
"[245]","{cd,cdn}","=>","{vi}",0.0103924820342731,0.681159420289855,3.16602618526297,94
"[246]","{ls,cdn}","=>","{cd}",0.0149253731343284,0.992647058823529,2.44246263521731,135
"[247]","{cd,cdn}","=>","{ls}",0.0149253731343284,0.978260869565217,3.13105787870396,135
"[248]","{ls,lp}","=>","{cd}",0.0116086235489221,0.972222222222222,2.39220620239391,105
"[249]","{cd,lp}","=>","{ls}",0.0116086235489221,0.65625,2.10041799363057,105
"[250]","{ls,ftp}","=>","{cd}",0.015257048092869,0.896103896103896,2.20491287819906,138
"[251]","{cd,ftp}","=>","{ls}",0.015257048092869,0.938775510204082,3.0046795788379,138
"[252]","{X.nw,findall}","=>","{emacs}",0.010171365395246,1,13.5810810810811,92
"[253]","{emacs,findall}","=>","{X.nw}",0.010171365395246,1,41.875,92
"[254]","{z,X.nw}","=>","{emacs}",0.0112769485903814,1,13.5810810810811,102
"[255]","{emacs,z}","=>","{X.nw}",0.0112769485903814,0.910714285714286,38.1361607142857,102
"[256]","{emacs,X.nw}","=>","{ll}",0.0120508568269762,0.50462962962963,4.09360986547085,109
"[257]","{ll,X.nw}","=>","{emacs}",0.0120508568269762,1,13.5810810810811,109
"[258]","{emacs,ll}","=>","{X.nw}",0.0120508568269762,0.660606060606061,27.6628787878788,109
"[259]","{emacs,X.nw}","=>","{cd}",0.0132669983416252,0.555555555555556,1.36697497279652,120
"[260]","{cd,X.nw}","=>","{emacs}",0.0132669983416252,1,13.5810810810811,120
"[261]","{ll,X.nw}","=>","{cd}",0.0109452736318408,0.908256880733945,2.23481596470036,99
"[262]","{cd,X.nw}","=>","{ll}",0.0109452736318408,0.825,6.69248878923767,99
"[263]","{ls,matlab}","=>","{cd}",0.0109452736318408,0.98019801980198,2.41183109061722,99
"[264]","{cd,matlab}","=>","{ls}",0.0109452736318408,0.546961325966851,1.75062462610409,99
"[265]","{rm,X.rf}","=>","{ls}",0.0112769485903814,0.803149606299213,2.57059030041627,102
"[266]","{ls,X.rf}","=>","{rm}",0.0112769485903814,1,6.28125,102
"[267]","{rm,X.rf}","=>","{cd}",0.0139303482587065,0.992125984251969,2.4411805026004,126
"[268]","{cd,X.rf}","=>","{rm}",0.0139303482587065,1,6.28125,126
"[269]","{ls,X.rf}","=>","{cd}",0.0112769485903814,1,2.46055495103373,102
"[270]","{cd,X.rf}","=>","{ls}",0.0112769485903814,0.80952380952381,2.59099181073703,102
"[271]","{ll,echo}","=>","{cd}",0.0102819237147595,0.96875,2.38366260881393,93
"[272]","{cd,echo}","=>","{ll}",0.0102819237147595,0.794871794871795,6.44808554674025,93
"[273]","{vi,echo}","=>","{cd}",0.0100608070757324,0.947916666666667,2.33240104733406,91
"[274]","{cd,echo}","=>","{vi}",0.0100608070757324,0.777777777777778,3.61510791366906,91
"[275]","{f,lo}","=>","{elm}",0.0112769485903814,0.927272727272727,3.13305260298163,102
"[276]","{elm,f}","=>","{lo}",0.0112769485903814,0.542553191489362,12.2074468085106,102
"[277]","{more,lo}","=>","{elm}",0.0122719734660033,0.853846153846154,2.88496020229304,111
"[278]","{more,lo}","=>","{ls}",0.0111663902708679,0.776923076923077,2.48664870161685,101
"[279]","{ls,lo}","=>","{more}",0.0111663902708679,0.612121212121212,7.00840046029919,101
"[280]","{more,lo}","=>","{cd}",0.0100608070757324,0.7,1.72238846572361,91
"[281]","{cd,lo}","=>","{more}",0.0100608070757324,0.610738255033557,6.99256647693484,91
"[282]","{fg,lo}","=>","{elm}",0.0165837479270315,0.961538461538462,3.2488290566363,150
"[283]","{vi,lo}","=>","{elm}",0.0105030403537866,0.848214285714286,2.86593134638988,95
"[284]","{ls,lo}","=>","{elm}",0.0150359314538419,0.824242424242424,2.78493564709478,136
"[285]","{cd,lo}","=>","{elm}",0.0132669983416252,0.805369127516778,2.72116688770611,120
"[286]","{vi,lo}","=>","{ls}",0.0105030403537866,0.848214285714286,2.71482597816197,95
"[287]","{ls,lo}","=>","{vi}",0.0105030403537866,0.575757575757576,2.67611884518359,95
"[288]","{ls,lo}","=>","{cd}",0.0155887230514096,0.854545454545454,2.10265604906519,141
"[289]","{cd,lo}","=>","{ls}",0.0155887230514096,0.946308724832215,3.02879066387381,141
"[290]","{ls,netscape}","=>","{X..2}",0.0121614151464898,0.901639344262295,10.3362837374556,110
"[291]","{netscape,X..2}","=>","{cd}",0.0166943062465451,0.520689655172414,1.28118550898653,151
"[292]","{cd,netscape}","=>","{X..2}",0.0166943062465451,0.915151515151515,10.4911856204632,151
"[293]","{ls,netscape}","=>","{cd}",0.0116086235489221,0.860655737704918,2.11769073654543,105
"[294]","{cd,netscape}","=>","{ls}",0.0116086235489221,0.636363636363636,2.03676896352056,105
"[295]","{vi,uptime}","=>","{cd}",0.0110558319513543,0.970873786407767,2.3888883019745,100
"[296]","{cd,uptime}","=>","{vi}",0.0110558319513543,0.699300699300699,3.25034677552663,100
"[297]","{ls,uptime}","=>","{cd}",0.0121614151464898,0.901639344262295,2.2185331525714,110
"[298]","{cd,uptime}","=>","{ls}",0.0121614151464898,0.769230769230769,2.46202841744243,110
"[299]","{rm,head}","=>","{cd}",0.0103924820342731,0.989473684210526,2.4346543726018,94
"[300]","{cd,head}","=>","{rm}",0.0103924820342731,0.626666666666667,3.93625,94
"[301]","{vi,head}","=>","{cd}",0.0124930901050304,0.982608695652174,2.41776269101575,113
"[302]","{cd,head}","=>","{vi}",0.0124930901050304,0.753333333333333,3.50149023638232,113
"[303]","{rm,X.v}","=>","{ls}",0.0106135986733002,0.880733944954128,2.81890960088821,96
"[304]","{ls,X.v}","=>","{rm}",0.0106135986733002,0.653061224489796,4.10204081632653,96
"[305]","{rm,X.v}","=>","{cd}",0.0112769485903814,0.935779816513762,2.30253766060037,102
